index      asn country  hosts
1222   AS28556      MX      3
1223   AS28220      BR      3
1224   AS57388      AL      3
1225   AS27729      HN      3
1226  AS264746      EC      3
1227  AS211335              3
1228   AS59249      AU      3
1229   AS35916      ry      3
1230   AS34594      HR      3
1231   AS61873              3
1232  AS263769              3
1233  AS133298      AU      3
1234   AS52747              3
1235  AS264485              3
1236  AS134788      AU      3
1237  AS263432              3
1238  AS267076      BR      3
1239  AS142424      AU      3
1240  AS262730              3
1241  AS204152      IQ      3
1242   AS35444      AL      3
1243   AS27895      PY      3
1244   AS27813              3
1245  AS262469              3
1246  AS270961              3
1247   AS28038              3
1248  AS263945              3
1249  AS266160              3
1250  AS262296              3
1251   AS11830      UY      3
1252  AS135376      AU      3
1253  AS264069              3
1254   AS20845      HU      3
1255   AS35362      UA      3
1256  AS264811              3
1257  AS328411      MG      3
1258   AS53217              3
1259   AS42082      GE      3
1260   AS52398      SR      3
1261  AS266949              3
1262  AS265335      BR      3
1263  AS262732              3
1264    AS4651      AU      3
1265   AS28244              3
1266   AS59668      UZ      3
1267  AS262286              3
1268  AS202561      TR      3
1269   AS28624              3
1270  AS262979              3
1271  AS328594      TD      3
1272  AS265688              3
1273  AS140174      AU      3
1274   AS28634              3
1275  AS138128      AU      3
1276    AS3758      AU      3
1277    AS3329      GR      3
1278  AS267587              3
1279   AS42925      IL      3
1280   AS52273              3
1281  AS135808      AU      3
1282   AS10396      PR      3
1283   AS57293      AZ      3
1284  AS263824              3
1285   AS28131              3
1286   AS61700              3
1287   AS52991              3
1288  AS263032              3
1289   AS10029      AU      3
1290   AS52436              3
1291  AS137239      AU      3
1292   AS49571      IQ      3
1293   AS28201              3
1294  AS263725      HN      3
1295   AS18229      AU      3
1296   AS61668      BR      3
1297   AS51784      UA      3
1298   AS45235      AU      3
1299  AS263328              3
1300  AS141253      AU      3
1301  AS262664              3
1302   AS50670      JO      3
1303  AS269857      PE      3
1304  AS264635      SV      3
1305   AS37014      BW      3
1306  AS262785              3
1307   AS27984      AR      3
1308   AS50635              3
1309   AS58678      AU      3
1310  AS262868              3
1311   AS45536      AU      3
1312   AS37424      BJ      3
1313  AS262428              3
1314  AS141574      AU      3
1315  AS264138      BR      3
1316  AS263601              3
1317    AS8301      GI      3
1318   AS63528      AU      3
1319  AS203622      AZ      3
1320  AS139831      AU      3
1321  AS271795      EC      3
1322  AS263656              3
1323  AS262146      HN      3
1324   AS52687              3
1325   AS13045      DE      3
1326  AS264221              3
1327  AS266181              3
1328  AS138225      AU      3
1329    AS5639      UY      3
1330   AS53764      PR      3
1331  AS262159      BO      3
1332   AS24554      AU      3
1333   AS59362      AU      3
1334  AS135817      AU      3
1335   AS60111      DK      3
1336  AS263238      EC      3
1337  AS269730      VE      3
1338  AS132298      AU      3
1339   AS28260      BR      3
1340   AS34187      UA      3
1341  AS266623              3
1342  AS262311              3
1343   AS24157      AU      3
1344  AS132116      AU      3
1345  AS141324      AU      3
1346   AS14615      US      3
1347  AS199995      UA      3
1348   AS45754      AU      3
1349    AS8517      TR      3
1350   AS53202              3
1351  AS263686      HN      3
1352  AS132933      AU      3
1353   AS53230              3
1354   AS28161              3
1355   AS41544      UA      3
1356   AS42571      BA      3
1357   AS56293      AU      3
1358  AS268018              3
1359  AS267878      AR      3
1360   AS56262      AU      3
1361  AS269646              3
1362  AS135632      AU      3
1363  AS204938      TR      3
1364  AS263661              3
1365   AS37616      GA      3
1366  AS262493              3
1367  AS265823      AR      3
1368  AS139088      AU      3
1369  AS263631              3
1370  AS327756      TD      3
1371   AS53102      BR      3
1372  AS262699              3
1373  AS267798              3
1374  AS263699              3
1375  AS206406      LB      3
1376   AS35104      KZ      3
1377  AS271724              3
1378  AS267832      CO      3
1379   AS47956      IL      3
1380   AS24921      LV      3
1381  AS265724      EC      3
1382  AS268323              3
1383   AS55947      AU      3
1384   AS44291      UA      3
1385   AS52940              3
1386   AS58965      AU      3
1387  AS133287      AU      3
1388  AS262611              3
1389  AS263805      EC      3
1390  AS328615      LY      3
1391   AS44546      CZ      3
1392   AS37303      MG      3
1393    AS1351      US      3
1394  AS262688              3
1395  AS262729              3
1396  AS209007      TR      3
1397   AS52327      AR      3
1398   AS12491      IL      3
1399   AS58821      AU      3
1400  AS266440              3
1401    AS9230      AU      3
1402   AS51407      PS      3
1403    AS7029      US      3
1404   AS27948      EC      3
1405  AS265111              3
1406   AS38710      AU      3
1407   AS58640      AU      3
1408   AS58762      AU      3
1409   AS52977              3
1410  AS202103      UA      3
1411   AS27978      CL      3
1412   AS29238      AL      3
1413    AS3132      UY      3
1414  AS268337              3
1415  AS197792      TR      3
1416  AS262300              3
1417  AS141432      AU      3
1418  AS208905      IL      3
1419  AS266050              3
1420  AS262327              3
1421   AS12883      ll      3
1422   AS56568      KZ      3
1423  AS132220      AU      3
1424   AS53196              3
1425   AS57588      IQ      3
1426   AS39737              3
1427  AS137047      AU      3
1428  AS267224              3
1429    AS6922      US      3
1430  AS269894      PE      3
1431   AS49183              3
1432   AS27364      US      3
1433  AS142394      AU      3
1434  AS211709      TR      3
1435   AS11272      US      3
1436   AS23201      UY      3
1437   AS31287      BG      3
1438   AS20804      PL      3
1439   AS47883      TR      3
1440   AS16086      FI      3
1441   AS37463      CG      3
1442  AS197882      IQ      3
1443   AS17924      AU      3
1444   AS15547      CH      3
1445   AS24550      AU      3
1446  AS262832              3
1447  AS137132      AU      3
1448   AS52765              3
1449   AS61468      EC      3
1450   AS59318      AU      3
1451  AS262532              3
1452  AS265348              3
1453   AS52973              3
1454  AS205424      TR      3
1455   AS59276      AU      3
1456  AS135188      AU      3
1457  AS134293      AU      3
1458  AS263152              3
1459  AS138064      AU      3
1460  AS266592              3
1461   AS13156      PT      3
1462  AS265080              3
1463  AS268268              3
1464  AS263790      AR      3
1465   AS28265              3
1466  AS264160              3
1467  AS132280      AU      3
1468   AS61449      AR      3
1469  AS209275      TR      3
1470   AS52352      AR      3
1471  AS132637      AU      3
1472   AS47288      TR      3
1473    AS8462      HU      3
1474   AS27845      CO      3
1475   AS27665      TT      3
1476  AS266880      EC      3
1477   AS19331      US      3
1478   AS33567      MU      3
1479  AS265147              3
1480  AS134000      AU      3
1481  AS265721      DO      3
1482   AS52935              3
1483   AS18678      UY      3
1484  AS268054              3
1485  AS197556      KZ      3
1486  AS264691      AR      3
1487  AS200742      IL      3
1488   AS15735      MT      3
1489  AS137959      AU      3
1490    AS8053      UY      3
1491  AS264127              3
1492  AS266192              3
1493   AS53180              3
1494  AS134739      AU      3
1495   AS12969      IS      3
1496  AS263793      AR      3
1497   AS52279      AR      3
1498   AS52145      PS      3
1499  AS265634      AR      3
1500  AS133840      AU      3
1501  AS263589              3
1502   AS55699      AU      3
1503   AS45224      AU      3
1504   AS53080              3
1505  AS262346              3
1506   AS37473      SO      3
1507  AS199046      PS      3
1508  AS263774      AR      3
1509  AS262387              3
1510   AS11090      US      3
1511   AS50973      AL      3
1512   AS36958      SC      3
1513  AS136696      AU      3
1514  AS146904      AU      3
1515   AS25607      UY      3
1516  AS262740              3
1517   AS55492      AU      3
1518  AS132559      AU      3
1519   AS28178              3
1520  AS135218      AU      3
1521  AS266374              3
1522  AS264847      HN      3
1523   AS53087              3
1524   AS32020      BM      3
1525   AS25139      MZ      3
1526   AS13585      UY      3
1527   AS38077      AU      3
1528  AS262539              3
1529  AS262851              3
1530   AS27837      CO      3
1531    AS8075      US      2
1532  AS265780      SV      2
1533  AS202699      IQ      2
1534  AS132754      AU      2
1535   AS16223      UA      2
1536   AS36907      AO      2
1537  AS136975      AU      2
1538  AS262316              2
1539   AS38067      AU      2
1540   AS29544              2
1541  AS267756      EC      2
1542  AS210016      IQ      2
1543  AS262409              2
1544   AS37376      SS      2
1545  AS263566              2
1546  AS131306      AU      2
1547  AS269931      DO      2
1548   AS37084      TZ      2
1549   AS52729              2
1550  AS262689              2
1551  AS208821      TR      2
1552    AS7522      AU      2
1553  AS262514              2
1554   AS18747      US      2
1555   AS61582              2
1556  AS134316      AU      2
1557  AS268503              2
1558  AS141339      AU      2
1559  AS136841      AU      2
1560   AS58971      AU      2
1561  AS263985              2
1562  AS267106              2
1563  AS262588              2
1564   AS52971              2
1565  AS263484              2
1566  AS269558              2
1567  AS139418      AU      2
1568  AS263289              2
1569  AS262407              2
1570   AS61858              2
1571   AS34779      SI      2
1572  AS262700              2
1573  AS265454              2
1574  AS268199              2
1575  AS268737              2
1576    AS6300      US      2
1577  AS213402      AZ      2
1578    AS4826      AU      2
1579   AS58504      AU      2
1580   AS53088              2
1581   AS44416              2
1582   AS15344      LC      2
1583  AS267864      AR      2
1584   AS46650      GD      2
1585   AS27672      MX      2
1586  AS263067              2
1587  AS138623      AU      2
1588  AS141642      ID      2
1589   AS52465      AR      2
1590  AS209380      TR      2
1591  AS268200              2
1592  AS264564              2
1593  AS149248      AU      2
1594   AS17222      UY      2
1595  AS263224      PE      2
1596  AS134241      AU      2
1597   AS55944      AU      2
1598  AS262234      HN      2
1599   AS31343      UA      2
1600   AS28287              2
1601  AS263765      NI      2
1602  AS267530      BR      2
1603  AS269194      BR      2
1604  AS266783      EC      2
1605  AS266152      BR      2
1606   AS52974      BR      2
1607  AS262847      BR      2
1608   AS52232      AR      2
1609  AS262336      BR      2
1610    AS1547      NL      2
1611  AS140243      AU      2
1612  AS263324      BR      2
1613   AS53167      BR      2
1614  AS266518      BR      2
1615   AS11979      US      2
1616   AS28186      BR      2
1617  AS138346      AU      2
1618   AS48847      LB      2
1619  AS262567      BR      2
1620   AS52294      AR      2
1621  AS265272      BR      2
1622   AS52682      BR      2
1623  AS136759      AU      2
1624  AS263442      BR      2
1625   AS45845      AU      2
1626   AS61888      BR      2
1627   AS30325      US      2
1628   AS13357      UY      2
1629   AS52381      AR      2
1630  AS262352      BR      2
1631   AS45650      AU      2
1632  AS263739      AR      2
1633  AS267186      BR      2
1634  AS264288      BR      2
1635   AS13576      US      2
1636   AS28334      BR      2
1637   AS37287      ZM      2
1638  AS133007      AU      2
1639   AS27955      AR      2
1640    AS9902      AU      2
1641  AS263151      BR      2
1642  AS266894      EC      2
1643   AS25133      UA      2
1644  AS201746      ES      2
1645  AS267458      BR      2
1646  AS264969      BR      2
1647  AS140594      AU      2
1648  AS327952      NG      2
1649   AS38457      AU      2
1650  AS133997      AU      2
1651  AS199284      DE      2
1652  AS266344      BR      2
1653  AS268430      BR      2
1654  AS263222      TT      2
1655   AS28270      BR      2
1656   AS55862      AU      2
1657  AS264297      BR      2
1658   AS33749      US      2
1659  AS265229      BR      2
1660  AS266058      BR      2
1661   AS36149      US      2
1662   AS20207      UY      2
1663   AS35900      BB      2
1664  AS264821      DO      2
1665  AS264046      BR      2
1666   AS52862      BR      2
1667  AS132932      AU      2
1668  AS262653      BR      2
1669  AS264006      BR      2
1670   AS52614              2
1671  AS267749      PE      2
1672  AS134134      AU      2
1673  AS135780      AU      2
1674  AS264996              2
1675  AS141137      AU      2
1676  AS328619      LY      2
1677   AS28523      MX      2
1678   AS28541      MX      2
1679  AS264496      BR      2
1680  AS263544              2
1681  AS262645              2
1682  AS262521              2
1683   AS18049      AU      2
1684  AS264479              2
1685   AS52850              2
1686  AS262460              2
1687   AS52872              2
1688   AS52300      AR      2
1689  AS265234              2
1690  AS131210      AU      2
1691  AS263522              2
1692    AS9946              2
1693   AS39273      BH      2
1694   AS57049              2
1695   AS11815      UY      2
1696  AS264832      AR      2
1697  AS265268      BR      2
1698  AS142559      AU      2
1699  AS135724      AU      2
1700  AS267464              2
1701  AS264642      AR      2
1702  AS208734      AL      2
1703  AS265768      AR      2
1704  AS264758      AR      2
1705   AS11404      US      2
1706  AS262680              2
1707  AS136514      AU      2
1708    AS9658      AU      2
1709   AS41738      GE      2
1710   AS53108              2
1711  AS262375              2
1712  AS264460              2
1713   AS61792              2
1714   AS18840      UY      2
1715  AS265277      BR      2
1716  AS267163              2
1717  AS265691      PE      2
1718  AS328169      SZ      2
1719   AS27717      VE      2
1720  AS262259      AR      2
1721  AS136724      AU      2
1722   AS45271      AU      2
1723   AS58952      AU      2
1724   AS12754      PS      2
1725  AS266028              2
1726  AS262983              2
1727   AS27887      DO      2
1728  AS262607              2
1729  AS138179      AU      2
1730   AS61934              2
1731  AS212330      IQ      2
1732   AS11796      US      2
1733  AS263596              2
1734  AS197350      PS      2
1735  AS263230      AR      2
1736   AS30983      MA      2
1737  AS263903              2
1738    AS6758      MC      2
1739  AS262999      BR      2
1740  AS266668      AR      2
1741    AS8728      EE      2
1742  AS263244      AR      2
1743   AS46687      US      2
1744  AS134204      AU      2
1745   AS53005              2
1746  AS137157      AU      2
1747   AS17813      AU      2
1748  AS262374              2
1749  AS262333              2
1750  AS266322              2
1751  AS138797      AU      2
1752   AS28787      AZ      2
1753  AS137236      AU      2
1754  AS263338              2
1755   AS14877      US      2
1756  AS135876      AU      2
1757  AS268659      BR      2
1758   AS52323      AR      2
1759    AS3855      BM      2
1760   AS28024      BO      2
1761    AS9269      AU      2
1762   AS43733      AM      2
1763  AS136286      AU      2
1764  AS264567              2
1765  AS136262      AU      2
1766  AS263024              2
1767  AS139490      AU      2
1768  AS264605      DO      2
1769  AS135594      AU      2
1770  AS263763      GT      2
1771   AS23752      AU      2
1772   AS37340      NG      2
1773   AS20910      LV      2
1774   AS61942              2
1775   AS37550      CG      2
1776  AS135139      AU      2
1777   AS52545              2
1778  AS267175              2
1779  AS269906      AR      2
1780   AS27865      AR      2
1781  AS269832      VE      2
1782  AS134022      AU      2
1783   AS27976      AR      2
1784  AS262734      BR      2
1785  AS208031      PS      2
1786  AS263145              2
1787  AS328088      ZW      2
1788  AS263144              2
1789  AS262784      BR      2
1790  AS133275      AU      2
1791   AS27903      SV      2
1792   AS52686              2
1793  AS266136              2
1794  AS266215              2
1795  AS141152      AU      2
1796  AS135258      AU      2
1797  AS204149      IQ      2
1798   AS52242      NI      2
1799  AS264245              2
1800   AS36963      BW      2
1801   AS52477      AR      2
1802   AS38753      AU      2
1803   AS56484      IQ      2
1804  AS262187      AR      2
1805  AS269816      DO      2
1806   AS53201              2
1807  AS135253      AU      2
1808  AS262449              2
1809   AS58945      AU      2
1810  AS262196      AR      2
1811   AS34718      UZ      2
1812   AS17625      AU      2
1813  AS135692      AU      2
1814   AS53172      BR      2
1815   AS45766      AU      2
1816   AS45775      AU      2
1817   AS53175              2
1818  AS141014      AU      2
1819  AS138296      AU      2
1820   AS53131              2
1821    AS7106      US      2
1822  AS134884      AU      2
1823  AS262470              2
1824  AS262683              2
1825  AS267575              2
1826  AS264359              2
1827   AS13044      LB      2
1828   AS52807              2
1829  AS138311      AU      2
1830  AS262360              2
1831  AS134026      AU      2
1832   AS58552      AU      2
1833   AS44213      PS      2
1834   AS28009      AR      2
1835    AS9790      AU      2
1836  AS132686      AU      2
1837  AS264781      AR      2
1838  AS264750      DO      2
1839   AS37343      SC      2
1840  AS204209      TR      2
1841  AS262262      HN      2
1842   AS52699      BR      2
1843  AS266356              2
1844  AS264836      EC      2
1845   AS34458      LB      2
1846   AS17961              2
1847  AS141731      AU      2
1848   AS20412      US      2
1849  AS263346              2
1850   AS52320      CO      2
1851  AS268707              2
1852  AS262673              2
1853   AS52937              2
1854  AS138771      AU      2
1855  AS263650              2
1856  AS267221      BR      2
1857  AS263362              2
1858   AS28667              2
1859   AS52892              2
1860  AS264344              2
1861  AS267373              2
1862  AS262215      CO      2
1863  AS268331              2
1864   AS37154      ZM      2
1865  AS268512              2
1866  AS210315      AM      2
1867  AS262491              2
1868   AS10131      AU      2
1869   AS53050              2
1870  AS139428      AU      2
1871   AS28309              2
1872  AS262669              2
1873  AS262526              2
1874   AS37053      ZA      2
1875  AS264498              2
1876  AS263880      BR      2
1877   AS53086              2
1878   AS28328              2
1879   AS12946      ES      2
1880   AS52706              2
1881  AS135582      AU      2
1882  AS266725      AR      2
1883  AS328250      SO      2
1884  AS264783      PE      2
1885   AS53176              2
1886   AS11758      US      2
1887  AS135683      AU      2
1888   AS27839      BO      2
1889  AS266428              2
1890   AS31359      RU      2
1891   AS52683              2
1892   AS61893              2
1893    AS7642      AU      2
1894   AS55341      AU      2
1895  AS136287      AU      2
1896   AS52328      AR      2
1897   AS13000      PL      2
1898  AS265160              2
1899  AS262145      CR      2
1900   AS52928      BR      2
1901  AS327765      SZ      2
1902  AS136210      AU      2
1903   AS37451      CG      2
1904   AS52363      AR      2
1905    AS9751      AU      2
1906  AS132296      AU      2
1907  AS264173              2
1908  AS267318              2
1909  AS263703      VE      2
1910  AS267708      CO      2
1911    AS2711      US      2
1912  AS266445              2
1913   AS52369      AR      2
1914  AS136284      AU      2
1915  AS142150      AU      2
1916   AS52711              2
1917  AS263252              2
1918   AS37594      SS      2
1919  AS135760      AU      2
1920  AS263270              2
1921  AS266448      BR      2
1922   AS61884              2
1923  AS262903              2
1924   AS53022              2
1925  AS265207              2
1926   AS36914      KE      2
1927  AS134258      AU      2
1928   AS52601              2
1929   AS55879      AU      2
1930   AS37133      TZ      2
1931   AS18103      AU      2
1932   AS52654              2
1933   AS51346      TJ      2
1934   AS53135              2
1935  AS204798      IQ      2
1936  AS263537              2
1937    AS9825      AU      2
1938   AS55821      AU      2
1939  AS264215              2
1940  AS262492              2
1941   AS15389      FO      2
1942   AS58725      AU      2
1943  AS135834      AU      2
1944  AS200590      KZ      2
1945    AS8449      KG      2
1946  AS263405              2
1947  AS264100              2
1948   AS46408      VC      2
1949  AS264486      BR      2
1950  AS262761              2
1951   AS37223      MZ      2
1952  AS394311      TC      2
1953   AS14232      UY      2
1954   AS52967              2
1955   AS45305      AU      2
1956  AS266769      AR      2
1957   AS62943      US      2
1958  AS135706      AU      2
1959  AS327697      RE      2
1960  AS263466              2
1961  AS262378              2
1962   AS24173      AU      2
1963  AS138734      AU      2
1964    AS9922      AU      2
1965   AS27781      SX      2
1966  AS263327              2
1967  AS262590              2
1968  AS142127      AU      2
1969   AS23089      US      2
1970   AS37140      GH      2
1971   AS10617      UY      2
1972    AS9246      AU      2
1973   AS28132      BR      2
1974  AS265279              2
1975  AS263934              2
1976   AS53072              2
1977   AS55832      AU      2
1978   AS28349              2
1979  AS265816              2
1980   AS36996      NA      2
1981   AS37425      SO      2
1982  AS140900      AU      2
1983   AS28229              2
1984  AS137120      AU      2
1985   AS27843              2
1986   AS55824      AU      2
1987  AS265181              2
1988   AS18592      UY      2
1989  AS265038              2
1990  AS134928      AU      2
1991  AS136714      AU      2
1992   AS17670      AU      2
1993  AS266142              2
1994  AS263856              1
1995   AS61466      CL      1
1996  AS268960              1
1997   AS15457      PT      1
1998  AS266716              1
1999  AS269838              1
2000   AS35753      SA      1
2001  AS135697      AU      1
2002  AS262738              1
2003  AS267619              1
2004   AS38553      AU      1
2005   AS52404              1
2006   AS36874      ZA      1
2007  AS149268      AU      1
2008  AS133593      AU      1
2009  AS202790      TR      1
2010   AS30873      YE      1
2011  AS263877              1
2012  AS134014      AU      1
2013   AS47139      TJ      1
2014   AS28284              1
2015  AS263648              1
2016  AS263154              1
2017  AS136515      AU      1
2018   AS37612      GN      1
2019    AS8014      BS      1
2020   AS45349      AU      1
2021  AS266772      AR      1
2022  AS262818      BR      1
2023    AS7562      AU      1
2024  AS328469      SO      1
2025  AS266416              1
2026  AS263462              1
2027  AS262424              1
2028  AS136480      AU      1
2029  AS264367              1
2030   AS37009      NA      1
2031   AS26599              1
2032   AS61588              1
2033  AS262993              1
2034   AS38764      AU      1
2035   AS38235      AU      1
2036  AS262632              1
2037  AS134053      AU      1
2038  AS267513              1
2039   AS49902      RE      1
2040  AS262494              1
2041  AS263702      CL      1
2042   AS53048              1
2043    AS7656      AU      1
2044  AS262537              1
2045  AS265451      BR      1
2046  AS262744              1
2047  AS265484              1
2048  AS262490              1
2049  AS263236      AR      1
2050   AS15511      LB      1
2051   AS52941              1
2052  AS265630      AR      1
2053  AS264202              1
2054   AS24337      AU      1
2055  AS137080      AU      1
2056    AS8047      US      1
2057   AS24492      AU      1
2058   AS45804      AU      1
2059  AS142552      AU      1
2060  AS135607      AU      1
2061   AS27997      AR      1
2062  AS266555              1
2063  AS264797      AR      1
2064    AS9976              1
2065   AS52858              1
2066  AS138501      AU      1
2067   AS34525      PL      1
2068   AS28255      BR      1
2069   AS54994      US      1
2070  AS264265              1
2071   AS17762      AU      1
2072   AS24441      AU      1
2073   AS28154              1
2074  AS264774              1
2075   AS28283              1
2076   AS45090      CN      1
2077    AS7727      UY      1
2078   AS52739              1
2079  AS262794              1
2080   AS52405      AR      1
2081  AS267276              1
2082  AS132497      AU      1
2083    AS9557      AU      1
2084   AS27833      AR      1
2085   AS27927              1
2086  AS263271              1
2087  AS135247      AU      1
2088  AS271806              1
2089   AS38256      AU      1
2090   AS28280              1
2091  AS133334      AU      1
2092  AS262595              1
2093  AS265475              1
2094  AS263086              1
2095   AS27693              1
2096  AS265445              1
2097   AS36890      RW      1
2098  AS263689              1
2099  AS133648      AU      1
2100  AS135449      AU      1
2101   AS52251              1
2102  AS262713              1
2103  AS265175              1
2104  AS262427              1
2105   AS52544              1
2106  AS263321              1
2107  AS328079      CF      1
2108  AS265798              1
2109  AS137404      AU      1
2110   AS45102      CN      1
2111   AS53158              1
2112   AS52565              1
2113  AS266812              1
2114  AS263258              1
2115   AS59126              1
2116   AS53138              1
2117  AS266965              1
2118   AS53078              1
2119   AS14051      US      1
2120  AS267882              1
2121   AS17806      AU      1
2122  AS266904              1
2123  AS262509              1
2124   AS52374              1
2125   AS28577              1
2126  AS142581      AU      1
2127   AS61820              1
2128   AS59185      AU      1
2129  AS327769      GW      1
2130   AS39608      UA      1
2131   AS61786              1
2132   AS53170              1
2133  AS140072      AU      1
2134   AS61704              1
2135   AS28169              1
2136   AS22606      US      1
2137  AS138543      AU      1
2138  AS132267      AU      1
2139   AS37204      ZW      1
2140   AS11492      US      1
2141   AS22869      UY      1
2142   AS27792      AR      1
2143  AS264732      AR      1
2144  AS263332      BR      1
2145  AS263980      BR      1
2146   AS28048      AR      1
2147   AS18419      AU      1
2148  AS132976      AU      1
2149  AS265817      AR      1
2150  AS138536      AU      1
2151  AS266312      BR      1
2152  AS267594      BR      1
2153  AS265144              1
2154  AS263025              1
2155  AS263297              1
2156  AS132453      AU      1
2157   AS52238      EC      1
2158   AS64315      AU      1
2159  AS263456              1
2160   AS10075      AU      1
2161    AS7575      AU      1
2162   AS33763      MU      1
2163  AS263373              1
2164   AS10036              1
2165   AS55685      AU      1
2166  AS262606              1
2167  AS262365              1
2168  AS141709      AU      1
2169  AS266934      BR      1
2170   AS61937              1
2171   AS52968              1
2172  AS264552              1
2173    AS4764      AU      1
2174  AS135761      AU      1
2175  AS204457      TR      1
2176   AS52838              1
2177   AS37129      KE      1
2178   AS28264              1
2179  AS265317              1
2180    AS5009      US      1
2181   AS57000      AE      1
2182    AS5078      US      1
2183  AS265363              1
2184   AS11562      UY      1
2185   AS37002      RE      1
2186  AS268925              1
2187   AS37273      UG      1
2188  AS264386              1
2189  AS268982              1
2190   AS53081      BR      1
2191  AS263099              1
2192   AS14340      US      1
2193   AS40945      DM      1
2194  AS264459              1
2195   AS27751      AR      1
2196  AS135327      AU      1
2197  AS269036              1
2198   AS61910              1
2199   AS23673      AU      1
2200  AS139752      AU      1
2201  AS269853      EC      1
2202   AS53075              1
2203  AS262420              1
2204   AS16125      LT      1
2205  AS266646              1
2206  AS263919              1
2207  AS140579      AU      1
2208   AS43197      TJ      1
2209   AS53085              1
2210  AS140608      AU      1
2211  AS266539              1
2212  AS267124      BR      1
2213  AS139941      AU      1
2214   AS27789      TT      1
2215   AS19551      US      1
2216   AS52564              1
2217  AS270358              1
2218   AS20590      UA      1
2219  AS262766              1
2220   AS17726      AU      1
2221  AS266358              1
2222    AS8448      HU      1
2223  AS269616              1
2224  AS262231      AR      1
2225   AS28145              1
2226  AS264161              1
2227   AS52507      AR      1
2228   AS53147              1
2229  AS137098      AU      1
2230   AS28658              1
2231   AS28032      PE      1
2232   AS31242      PL      1
2233   AS28219              1
2234   AS52532              1
2235   AS38442      AU      1
2236  AS264744      EC      1
2237   AS23955      AU      1
2238   AS40021      US      1
2239  AS201241      CY      1
2240  AS262838              1
2241  AS265290      BR      1
2242  AS264444              1
2243  AS132447      AU      1
2244   AS27787      AR      1
2245   AS12847      LV      1
2246  AS266188              1
2247  AS327956      RE      1
2248  AS267203              1
2249  AS203779      NO      1
2250  AS262932              1
2251   AS27818      AR      1
2252  AS262505              1
2253  AS327799      BI      1
2254   AS28329              1
2255  AS202316      IQ      1
2256  AS263801      AR      1
2257   AS58893      AU      1
2258   AS52609              1
2259  AS267427              1
2260   AS52375              1
2261  AS266935              1
2262   AS53222              1
2263   AS60636              1
2264  AS263209              1
2265  AS267904              1
2266  AS262880              1
2267  AS265194              1
2268   AS38614      AU      1
2269   AS18200      AU      1
2270  AS262150              1
2271  AS133647      AU      1
2272  AS263645              1
2273  AS140499      AU      1
2274  AS133579      AU      1
2275  AS265675              1
2276   AS27851              1
2277   AS55329      AU      1
2278  AS262715              1
2279   AS28305              1
2280  AS265278      BR      1
2281  AS265232              1
2282  AS131418      AU      1
2283  AS266475              1
2284  AS139977      AU      1
2285  AS262274      BR      1
2286  AS142009      AU      1
2287   AS29405      SK      1
2288  AS139034      AU      1
2289   AS61570              1
2290  AS265377              1
2291  AS263649              1
2292  AS133676      AU      1
2293   AS22689      UY      1
2294   AS28698              1
2295   AS45361              1
2296  AS263470              1
2297  AS266454              1
2298   AS49020      LB      1
2299   AS61663              1
2300   AS28580              1
2301   AS58898      AU      1
2302  AS138713      AU      1
2303  AS266129              1
2304   AS11014      UY      1
2305   AS52865      BR      1
2306  AS263626              1
2307  AS264255              1
2308   AS63991      AU      1
2309   AS23671      AU      1
2310   AS45184      AU      1
2311   AS27960      AR      1
2312   AS53169              1
2313  AS263864              1
2314   AS11844      UY      1
2315  AS132934      AU      1
2316   AS13122      GB      1
2317  AS262549              1
2318  AS262498              1
2319   AS17470      AU      1
2320  AS267641              1
2321  AS263646              1
2322  AS267548              1
2323   AS53122              1
2324  AS136168      AU      1
2325   AS27901      CL      1
2326  AS136119      AU      1
2327  AS262463              1
2328  AS262617      BR      1
2329  AS262827              1
2330   AS37620      CM      1
2331  AS266520              1
2332   AS16058              1
2333  AS264765      AR      1
2334   AS28066              1
2335   AS14434      VI      1
2336    AS9821      AU      1
2337   AS38628              1
2338  AS266414              1
2339    AS9930      AU      1
